week,date,day,slot,time,pillar,weekly_theme,editorial_angle,format,working_title,hook,outline,cta,source
83,2028-03-24,Friday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,debate prompt,"Debate: is data mixture weighting necessary, or overengineering? (frontier & mastery)","Two senior engineers, opposite positions on data mixture weighting, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued at the frontier, interview-grade | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Follow along - this series runs all week.,github.com/RUCAIBox/awesome-llm-pretraining
83,2028-03-25,Saturday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,recap + quiz,"Week 83 recap and quiz: LLM Internals & Pretraining - Frontier & Mastery, part 1",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: Chinchilla scaling laws; pretraining data curation; dataset deduplication; tokenizer training; data mixture weighting | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Comment your take - I read every reply.,github.com/rasbt/LLMs-from-scratch
83,2028-03-25,Saturday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 1",Frontier & Mastery,weekend challenge,Weekend challenge: data parallelism (frontier & mastery),90 focused minutes on data parallelism this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on data parallelism, at the frontier, interview-grade, with a visible artifact | Point to the exact starting resource: github.com/rasbt/LLMs-from-scratch | Ask readers to post their artifact and tag it for review",Bookmark this; you will need it at 3am someday.,github.com/rasbt/LLMs-from-scratch
84,2028-03-26,Sunday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,theme kickoff,"Week 84 kickoff - LLM Internals & Pretraining - Frontier & Mastery, part 2","This week: llm internals & pretraining, at the frontier, interview-grade. The difference between using a thing and being the person others ask about it.",Name the week's six topics: tensor parallelism; pipeline parallelism; ZeRO and FSDP sharding; gradient checkpointing; BF16 and FP8 mixed precision; optimizer choice for pretraining | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Tag someone who is debugging this right now.,github.com/RUCAIBox/awesome-llm-pretraining
84,2028-03-26,Sunday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,poll,Poll (week 84): where are you with llm internals & pretraining?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Repost this so your team sees it.,github.com/RUCAIBox/awesome-llm-pretraining
84,2028-03-27,Monday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,concept deep-dive,"tensor parallelism, explained at the frontier, interview-grade",Most engineers can name tensor parallelism. Far fewer can explain the mechanics. Here is the frontier & mastery version.,"Define tensor parallelism in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Save this for your next design review.,github.com/rasbt/LLMs-from-scratch
84,2028-03-27,Monday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,annotated diagram,tensor parallelism in one diagram (frontier & mastery),"If you cannot draw tensor parallelism, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Follow along - this series runs all week.,github.com/rasbt/LLMs-from-scratch
84,2028-03-28,Tuesday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,repo walkthrough,Inside awesome-llm-pretraining: pipeline parallelism in real code (frontier & mastery),Theory posts about pipeline parallelism are everywhere. Today: where it actually lives in github.com/RUCAIBox/awesome-llm-pretraining.,"Point to the exact files/sections in github.com/RUCAIBox/awesome-llm-pretraining that implement or document pipeline parallelism | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read at the frontier, interview-grade",Comment your take - I read every reply.,github.com/RUCAIBox/awesome-llm-pretraining
84,2028-03-28,Tuesday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,snippet / config tip,A working snippet for pipeline parallelism (frontier & mastery),One copy-pasteable block that makes pipeline parallelism concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Bookmark this; you will need it at 3am someday.,github.com/RUCAIBox/awesome-llm-pretraining
84,2028-03-29,Wednesday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,case study,Case study: ZeRO and FSDP sharding in production (frontier & mastery),"A real team, a real system, and ZeRO and FSDP sharding under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about ZeRO and FSDP sharding",Tag someone who is debugging this right now.,github.com/rasbt/LLMs-from-scratch
84,2028-03-29,Wednesday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,lessons listicle,5 lessons about ZeRO and FSDP sharding teams learn too late (frontier & mastery),Every one of these ZeRO and FSDP sharding lessons was paid for in an incident review.,"Five one-line lessons framed at the frontier, interview-grade, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Repost this so your team sees it.,github.com/rasbt/LLMs-from-scratch
84,2028-03-30,Thursday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,hands-on tutorial,Hands-on: gradient checkpointing in under an hour (frontier & mastery),"Stop reading about gradient checkpointing. Here is the smallest real exercise that teaches it at the frontier, interview-grade.",Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Save this for your next design review.,github.com/RUCAIBox/awesome-llm-pretraining
84,2028-03-30,Thursday,PM,17:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,common mistakes checklist,The gradient checkpointing mistakes checklist (frontier & mastery),Five checks that catch 90% of gradient checkpointing mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made at the frontier, interview-grade | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Follow along - this series runs all week.,github.com/RUCAIBox/awesome-llm-pretraining
84,2028-03-31,Friday,AM,09:00,LLM Internals & Pretraining,"LLM Internals & Pretraining - Frontier & Mastery, part 2",Frontier & Mastery,contrarian take,Hot take: most advice about BF16 and FP8 mixed precision is wrong (frontier & mastery),"The standard advice on BF16 and FP8 mixed precision optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Comment your take - I read every reply.,github.com/rasbt/LLMs-from-scratch
